sentence,intent,,,,
그러니까. 나도 답답해 죽겠어.,0,,,,
그러니까. 나한테만 일을 시키고. 완전 다니기 싫어.,0,,,,
그러니까. 다음부터는 이런 일이 발생하지 않았으면 좋겠어.,0,,,,
그러니까. 무슨 일이었을까?,0,,,,
"그러니까. 보상을 받아야겠어. 먹지도 못하고, 기분만 나빠.",0,,,,
그러니까. 비는 또 왜 그렇게 와. 속상하게.,0,,,,
그러니까. 아니 밤에 일을 시키면 그걸 어떻게 하라는 거야. 내일 얘기하면 되잖아. 나 퇴근했는데 왜 얘기해?,0,,,,
그러니까. 어? 새로 생긴 음식점에서 어떻게 그럴 수가 있냐고!,0,,,,
그러니까. 어제 지진이 났을 때 사람들이 너무 놀라서 우왕좌왕 도망가다가 다른 사람들은 넘어지고 내 친구는 발목을 다쳤어. 그런데 그렇게 심하게 다친 것 같지는 않아.,0,,,,
그러니까. 얼른 버려야겠어. 냄새가 너무 나고 있어.,0,,,,
그러니까. 요즘 다 힘들지. 경찰도 일하기 힘들고 나도 일하는거 힘들고.,0,,,,
그러니까. 이 스트레스를 어디다 풀어야 될지 고민이야.,0,,,,
그러니까. 이거 말도 안 되지 않아?,0,,,,
그러니까. 좀 쉬어야겠어.,0,,,,
그러니까. 하루종일 곰팡이만 닦다가 끝나는 것 같아.,0,,,,
그러니깐 나도 그거 궁금해서 보러갔다가 쫓겨났어.,0,,,,
그러니깐! 같이 먹던 사람들 난리 났었어.,0,,,,
그러니깐. 나도 제품 하나 샀잖아.,0,,,,
그러니깐. 이제부턴 청소를 제때제때 해야되겠어.,0,,,,
그러도록 할게. 고마워.,0,,,,
"그러면 내가 억울하지도 않지 평상시 엄청 잘했거든.	",0,,,,
그러면 속이 더 안 좋아질 것 같아. 그냥 빨리 씻고 나가야겠다.,0,,,,
그런 거 같아 상처받은 유기견들이 지금 학대당하고 상처받아서 버려지고 있어.,0,,,,
그런 거 같아. 그래서 집은 잘 보고 들어가야겠어.,0,,,,
그런 거 같진 않고 그냥 바리케이트가 쳐져 있길래 돌아왔어.,0,,,,
그런 거 같진 않아. 금방 가더라고.,0,,,,
그런 건 다행히 없었어.,0,,,,
그런 건 아니야. 하지만 왜 몰려왔는지 궁금해 죽겠어!,0,,,,
"그런 건 없었는데, 다른 여자 생긴 거 같아.",0,,,,
그런 건 없었어.,0,,,,
그런 건 없었어. 그냥 좀 지겨웠던 거 같애.,0,,,,
그런 건가? 잘 모르겠네.,0,,,,
그런 걸 듣는다면 너무너무 좋을 거 같애.,0,,,,
그런 걸까. 잘 모르겠지만 아무튼 이제는 너무 힘들다.,0,,,,
그런 것 같아. 혼자만의 혼자 여행이라도 가고싶은데 지금 시국이 시국인지라 가지도 못하고.,0,,,,
그런 방법도 있네요. 조언해주셔서 감사해요.,0,,,,
그런 사람 없어.,0,,,,
그런 사람들은 양심도 없어서 사과도 억지로 했어.,0,,,,
그런 사람은 욕 먹어도 싸다고! 니가 안 당해봐서 그래.,0,,,,
그런 식이라니까? 한 두 번도 아니고.,0,,,,
그런 영상 하나로 내 기분이 바뀔 수 있을까?,0,,,,
그런 영상도 있어? 나 보고 싶다.,0,,,,
그런 영상으로 기분이 좋아질 수 있어?,0,,,,
그런 음악 있으면 빨리 추천해줘.,0,,,,
그런 음악도 있었어? 좀 들려줘.,0,,,,
"그런 일은 없어서 다행이야, 그래도.",0,,,,
그런 집이면 대단히 환영이지.,0,,,,
"그런가 요즘 괜히 기운도 없고 무기력 하기는 해.	",0,,,,
그런가? 난 기분이 좀 풀리는 것 같은데.,0,,,,
그런가? 아 미안. 너무 짜증나서 그랬어.,0,,,,
그런가? 요즘 아무것도 하기 싫어.,0,,,,
그런가. 되는 게 하나도 없어.,0,,,,
"그런가봐. 요새 프로젝트 하느라 너무 바쁜데, 그것 때문에 그런가봐.",0,,,,
그런건 아닌 거 같애. 잘은 못봤지만.,0,,,,
그런게 있으면 빨리 알려줘. 우울해 죽겠다고.,0,,,,
그런데 이직하기가 쉽지 않으니까 고민이 되지.,0,,,,
그런데 지금은 다 내 잘못 같네.,0,,,,
그런적은 없는데 서로 권태기가 온 거 같애.,0,,,,
그럴까 그럼. 정말 좋은 생각이야.,0,,,,
그럴까? 그게 나을 거 같애.,0,,,,
그럴까? 그러기 위해서는 더 열심히 일을 해야겠지. 또 많이 배우고.,0,,,,
그럴까봐. 내 친구 병원가는데 같이 가기로 했는데 나도 검사 좀 받아봐야겠어.,0,,,,
"그럴려고 하고 있어 오늘 회사도 연차냈어.	",0,,,,
그럼 15년간 키웠는데 우리집 앞마당에 볕이 잘 드는데 묻어줬지.,0,,,,
그럼 1시간이 아니라 한 달간 얼마나 고생했는데.,0,,,,
그럼 내가 어떻게 해야 될까?,0,,,,
그럼 더 바랄 나위도 없네. 내일 만나서 친구들이랑 상의해봐야 되겠어.,0,,,,
그럼 산책하러 갔다와야겠다.,0,,,,
그럼 어떻게 해야 기분이 좋아질까? 응? 정말 화가 나는데.,0,,,,
그럼 얼마나 더 지켜보는 게 좋을까?,0,,,,
그럼 좋겠는데 내일까지 다시 써야해서 지금도 얼른 일해야돼.,0,,,,
그럼 집에서 운동이라도 좀 해야겠다.,0,,,,
그럼! 주변 사람들한테 이벤트 당첨되서 선물을 받았다고 자랑했지!,0,,,,
그럼! 함께 달리는 크루가 있어서 내가 지치고 힘들 때 많은 도움을 받고 있어!,0,,,,
그럼. 1달간 정말 고생 많이했어.,0,,,,
그럼. 완전히 끝났지. 한달간 고생 많았어.,0,,,,
그럼. 일주일에 5일은 기본으로 마시는데.,0,,,,
그럼. 지장은 없는데 매번 이렇게 술먹고 다쳐.,0,,,,
그럼. 최종 발표를 마쳤으니까 이제 완전히 끝난 거야. 야호!,0,,,,
그렇게 괜찮다면 구매를 한 번 해보고 싶어.,0,,,,
그렇게 많이 싸우는 편은 아니었어.,0,,,,
"그렇게 많진 않았는데 가끔 그랬던 거 같아.	",0,,,,
그렇게 말해주니 기분이 좋구만.,0,,,,
그렇게 말해주니 정말 고마워.,0,,,,
그렇게 말해줘서 고마워. 나도 열심히 할게.,0,,,,
그렇게 말해줘서 너무 힘이 된다. 고마워.,0,,,,
그렇게 생각해보려고.,0,,,,
그렇게 심각한 분위기는 아니었어. 그런데 도중에 쫓아내더라고.,0,,,,
그렇게 심하게 흔들린 건 아니라서.,0,,,,
그렇게 얘기해줘서 정말 힘이 된다.,0,,,,
그렇게 어떻게 벌레가 나올 수 있지?,0,,,,
그렇게 하고싶은데 시간이 너무 없어.,0,,,,
그렇게 한 게 맞는 거 같애.,0,,,,
그렇게 해놨으면은 자기가 빨리빨리 치워야지. 정말 매너가 없어.,0,,,,
그렇게 해도 안되는데 어떡하지?,0,,,,
그렇게 행동하면서 무슨 상사 취급을 바래.,0,,,,
그렇게까지 다친 건 아니야.,0,,,,
"그렇게는 하고 싶은데, 회사 생활이 녹록지가 않네. 일찍 퇴근은 절대 못 하겠지?",0,,,,
그렇겠지? 나 너무 슬퍼.,0,,,,
그렇겠지? 마지막으로 한 번만 얼굴 꼭 보고 싶다.,0,,,,
그렇겠지? 벌써 보고 싶다.,0,,,,
그렇겠지? 시간이 해결해주겠지?,0,,,,
그렇겠지? 위로해줘서 고마워.,0,,,,
그렇겠지? 이건 이대로 넘어갈 수 없는 일인 것 같아.,0,,,,
그렇겠지? 좀 걱정되네.,0,,,,
그렇겠지. 내가 치우진 못했으니까.,0,,,,
그렇구나. 지금 처음 알았네.,0,,,,
그렇기는 해. 하지만 내가 잘못한 건데 뭐.,0,,,,
그렇기도 한데 옛날보다 힘이 없네.,0,,,,
그렇긴 한데 나한테만 지랄해서 그래.,0,,,,
그렇긴 한데. 상사가 나한테만 일 시키고 짜증나게 하잖아.,0,,,,
그렇다고 갈 데 없는 애를 그냥 보낼 수도 없고. 당분간은 더 지켜보고 얘기를 해봐야겠어.,0,,,,
"그렇다고 수당을 따로 챙겨주는 것도 아니고. 이런식으로 하다간, 더 이상 못 다니지.",0,,,,
그렇다니까! 우리 집 빼고 죄다 물에 잠겨 있어.,0,,,,
그렇다니깐. 우리 집 빼고 죄다 물에 잠겨있다고!,0,,,,
그렇다면 한 번 사용해보고 싶어.,0,,,,
"그렇잖아도 쉬는 시간마다 스트레칭 하고 있어 하니까 한결 낫더라.	",0,,,,
그렇잖아도 친구들이랑 벌써 약속했지. 내일 만나기로 했어.,0,,,,
그렇지 뭐! 아후 아주 보기도 안 좋고 냄새도 쾌쾌하고 미치겠어!,0,,,,
그렇지 않아도 관리하는 아저씨한테 얘기해놨어. 금방 치워주시겠지. 청소 하는 사람은 무슨 죄니?,0,,,,
그렇지 않아도 말씀드렸어. 금방 치워주시겠지.,0,,,,
그렇지 않아도 말씀드리러 가려고.,0,,,,
그렇지 않아도 말했어.,0,,,,
그렇지 않아도 생각 안 해본 건 아니야.근데 너무 아깝잖아 여기까지 다닌 게.,0,,,,
그렇지 않아도 선배가 위로한다고 커피 사줘서 마시고 왔어.,0,,,,
그렇지 않아도 엄마한테 한 번 이야기해볼라고. 오늘 한 번 전화해 볼거야.,0,,,,
그렇지 않아도 오늘 연차를 냈어. 친구 데리고 병원 갔다와야해.,0,,,,
그렇지 않아도 지금 뜯었어. 그런데 상품은 아주 좋아! 너무 마음에 들어.,0,,,,
그렇지 않아도 친구가 발을 삐어서 오늘 병원에 가봐야해. 그때 나도 같이 검진 받아볼게.,0,,,,
"그렇지 좀 무섭지 그러면 강남역보다는 근처에 있는 공원으로 좀 옮겨보는건 좀 괜찮을 것 같지?	",0,,,,
그렇지! 궁금하지? 그래서 갔는데 구경도 못하고 나왔어.,0,,,,
그렇지. 강아지들이 크면서 키우기가 힘들어지니까 버리는 거지.,0,,,,
그렇지. 같이 뛰고 같이 운동하고 대회 같이 나가는 크루가 있어.,0,,,,
그렇지. 궁금하지. 그래서 구경 갔는데 입구에서부터 막아대더라고.,0,,,,
그렇지. 그런 것도 있는 것 같아. 요즘 너무 생각해야 될 게 많아.,0,,,,
그렇지. 다시는 그래도 여기서 시켜먹진 않을 것 같아.,0,,,,
그렇지. 또 처음부터 다시 해야지.,0,,,,
"그렇지. 새끼 땐 귀여우니까 키우다가, 크니까 이제 버리는거지.",0,,,,
그렇지. 요즘은 그렇게 경찰을 많이 부르기도 하는 식이지.,0,,,,
그렇지. 우리 집 빼고 다 물로 싸여 있어서 나갈 수가 없어.,0,,,,
그렇지. 진짜 못된 사람 너무 많은 거 같아.,0,,,,
그렇지. 천둥만 몇 번 치더니 끝났어.,0,,,,
그렇지. 한 달 간 정말 고생 많았어.,0,,,,
그렇지만 너무 힘드네.,0,,,,
"그렇지만 일을 실수한 건 내 책임이니까.	",0,,,,
그리 안해도 곰곰이 이직을 생각해보고 있어. 하지만 쉽게 결정할 문제는 아니잖아.,0,,,,
그릭 샐러드 어떻게 만들면 맛있게 할 수 있을까?,1,,,,
그린파스타 황금레시피 공유해줄래?,1,,,,
그만두고 싶은 마음이야. 맨날 일 시켜. 퇴근도 못하고!,0,,,,
그만하자. 우리 싸울 거 같다.,0,,,,
그분과의 인연을 끊은 걸 후회합니다.,0,,,,
그분한테 말씀드리기도 너무 죄송해. 너무 더럽거든.,0,,,,
그새끼는 왜 나한테만 지랄이지?,0,,,,
그새끼는 할 일 없으면 집에나 갈 것이지 왜 나한테만 그러는거야.,0,,,,
그저께 갑자기 의식을 잃고 쓰러져서 동물 병원 응급실로 갔어. 치료 도중에 좀 나아지는가 싶더니 결국 세상을 떠났어.,0,,,,
"그저께 갑자기 의식을 잃어서 동물 병원 응급실에 데려갔는데, 갔다 와서는 밥도 잘 먹고 조금 호전되는가 싶더니 결국 세상을 떠났어.",0,,,,
그저께 갑자기 의식을 잃어서 동물병원 응급실에 갔었거든. 갔다 와서는 밥도 잘 먹고 괜찮았는데 결국 세상을 떠났어.,0,,,,
그저께 밤부터 갑자기 시름시름 앓더라고. 그러더니 어제 끝내 눈을 감았어.,0,,,,
그저께 밤부터 계속 시름시름 앓더라고. 그러더니 어제 끝내 눈을 감았어.,0,,,,
그저께 밤에 갑자기 쓰러지더니 어제 저세상으로 갔어.,0,,,,
"그저께 밤에 갑자기 쓰러지더니 의식을 잃더라고 그리고 어젯밤에 세상을 떠났어.	",0,,,,
그저께 밤에 갑자기 의식을 잃더라고. 그러더니 어제 눈을 못 떴어.,0,,,,
그저께 밤에 갑자기 의식을 잃더라구. 그러더니 어제 끝내 눈을 감았어.,0,,,,
그저께 밤에 갑자기 의식을 잃어버리더라구. 그러고 어젯밤에 끝내 눈을 못떴어.,0,,,,
"그저께 밤에 갑자기 의식을 잃어버린더라고 그러더니 어제 끝내 눈을 감았어.	",0,,,,
그저께 밤에 갑자기 의식을 잃어서 정신없이 병원에 데려갔는데 그렇게 됐어.,0,,,,
"그저께 밤에 밥 먹다가 갑자기 의식을 잃더라고 동물 병원에 입원 시켰는데 괜찮아지는가 싶더니 갑자기 어젯밤에 세상을 떠났어.	",0,,,,
그저께 밤에 애가 갑자기 의식이 없어서 응급실 데려갔었거든. 어제는 밥도 먹고 좀 괜찮아지나 싶었는데 결국 못 일어났어.,0,,,,
"그저께 아파서 병원에 갔는데, 괜찮아지더니 결국 세상을 떠났어.",0,,,,
그저께 아파해서 병원을 갔는데 괜찮아지나 싶더니 결국엔 이렇게 됐네.,0,,,,
그저께 저녁에 갑자기 아파서 동물 병원 응급실로 데려갔어. 의식을 좀 찾고 나아지는 것 같았는데 결국에 세상을 떠났어.,0,,,,
그저께 저녁에 갑자기 의식을 잃어서 동물 병원 응급실로 데려가서 치료를 받았어. 치료를 받으면서 좀 나아지는 거 같았는데 결국에는 하늘 나라로 갔어.,0,,,,
"그저께 저녁에 갑자기 의식을 잃어서 동물병원 응급실로 데려갔어. 치료를 받으면서 나아지는 것 같았는데, 결국에 하늘나라로 갔어.",0,,,,
그저께 저녁에 갑자기 의식을 잃어서 동물병원 응급실로 데려갔어. 치료를 받으면서 좀 나아지는 것 같았는데 결국에는 세상을 떠났어.,0,,,,
그저께 저녁에 갑자기 의식을 잃어서 동물병원 응급실로 데려갔어. 치료를 받으면서 좀 나아지는 것 같았는데.결국에는 하늘나라로 갔어.,0,,,,
그저께 저녁에 갑자기 의식을 잃어서 동물병원 응급실로 데려갔어. 치료를 받으면서 좀 회복되는 것 같았는데. 결국에 세상을 떠났어.,0,,,,
"그전부터 아팠는데, 갑자기 죽었어.",0,,,,
그지. 다 먹고 살기 힘들지. 아휴. 나도 똑같아. ,0,,,,
근데 가족들도 도움을 줄 수 있는 상황이 아니다.,0,,,,
근데 그 친구도 거기 지역 사람이라. 그 친구는 전염병이 옮지 않았나 모르겠다.,0,,,,
근데 너무 밤을 새서 그런가 피곤하네.,0,,,,
근데 아직 계약기간이 남았어. 너무 슬프다.,0,,,,
근데 아직 안왔어.,0,,,,
근데 오늘 도착해서 너무 좋아.,0,,,,
근데 친구들도 바빠서 만나줄랑가 모르겠네.,0,,,,
"근데 회사 일도 너무 바빠서 회사 일을 덜 할 수 없는 상황이야.	",0,,,,
근처 갔더니 내쫓더라고.,0,,,,
글쎄 잘 모르겠네. 또 준비해야지 되는지.,0,,,,
글쎄 잘 모르겠는데 약간 도난 사건 그런 거 비슷한 것 같애.,0,,,,
"글쎄 한번 진지하게 말해 보고 그래도 안 되면 따로 살아야지 뭐.	",0,,,,
"글쎄, 내가 좋아하는 유튜버가 뒷광고를 했다고 시청자들한테 사과하는 영상을 올렸어.",0,,,,
"글쎄, 잘 모르겠어. 한 번 다시 얘기해봐야지, 뭐.",0,,,,
글쎄? 경찰들 여러 명 있는 거 보니까 그런 것 같은데?,0,,,,
글쎄? 무슨 시비가 붙었나?,0,,,,
글쎄. 내 친구가 주식으로 큰 돈을 벌었다지 뭐야?,0,,,,
글쎄. 모르겠어. 어떻게 해야하지?,0,,,,
글쎄. 음악 가지고 될까?,0,,,,
"글쎄. 이번에 지원한 회사가 마지막 시즌이라, 마지막 희망이었는데.",0,,,,
금융 관련 지주를 들고 있어.,0,,,,
급하게 나오느라 부딪혔어.,0,,,,
긍정적으로 말해줘서 고마워.,0,,,,
"기다렸거든? 지금 한시간째 내가 연락을 해도 연락도 안되고, 한두 번도 아니고 이 친구는 정말 못쓰겠어!",0,,,,
기다리고 있는데 아직 안 왔어.,0,,,,
기다리고 있어.,0,,,,
"기다리기 너무 힘들어서 전화를 해봤는데, 친구가 전화를 안 받아.",0,,,,
기다린 지 한 시간이 넘었는데 연락도 없고 오지도 않아.,0,,,,
기다린지 한 시간이 넘었는데 올 생각을 안 해.,0,,,,
기분 나아지기 위해서 너한테 말하는 거 아니잖아.,0,,,,
기분 너무 좋아.,0,,,,
기분 상하지. 연락해봤는데 지금 한 시간째 연락이 안돼.,0,,,,
기분 완전 별로지. 짜증나 죽겠어.,0,,,,
기분 전환용 영상 보면 기분이 정말 좋아질까?,0,,,,
기분 전환용 영상이 어떤 건데? 궁금하긴 하네.,0,,,,
기분 좋게 신나는 음악을 듣는 것도 좋을 것 같아.,0,,,,
기분 좋아질 만한 음악이 있어? 그럼 나 좀 들려주라.,0,,,,
기분 좋아질 수 있으면 그런 노래 좀 추천해줘.,0,,,,
기분 좋지. 현금으로 줘서 좋아.,0,,,,
기분도 너무 좋은데 신나는 음악을 듣는 게 좋겠어.,0,,,,
기분도 좋은데 신나는 음악 듣는 거 정말 좋겠다!,0,,,,
"기분이 나아지진 않고, 항상 썼던 말이라 그래요.",0,,,,
기분이 날아갈 것 같았지! 보람을 느껴. 너무 좋아.,0,,,,
기분이 너무 좋지. 너무 큰 보람을 느꼈어.,0,,,,
기분이 좋아지는 음악을 들으면 기분이 나아질 거 같아.,0,,,,
기분이 좋아질만한 음악 좀 추천해줘봐.,0,,,,
기숙사 화장실에 누가 어제 밤에 술을 많이 먹었는지 토를 해논 거 있지?,0,,,,
기숙사 화장실에 누가 토해놓고 치우지도 않고 그냥 가버렸어.,0,,,,
기스면 황금레시피 공유해줄래?,1,,,,
기운이 안 난다.,0,,,,
기회를 놓친 게 너무 후회돼요.,0,,,,
기획안 가지고도 혼났는데 일찍 퇴근하고 싶진 않아. 더 일해야지.,0,,,,
기획안을 끝내야 하니깐 야근까지 해야할 수도 있어.,0,,,,
기획안을 수정해야 돼서 아마 야근해야 될 거 같아.,0,,,,
기획안을 제출했는데 진짜 많이 혼났어.,0,,,,
기획안을 처음부터 다시 하려면 시간이 부족해. 쉴 시간이 없어.,0,,,,
기획안이 오늘까지라서 또 밤새야할 거 같아.,0,,,,
길에서 그냥 걷고 있어. 너무 속상해서. 도저히 집에 못들어가겠다.,0,,,,
김말이튀김 만드는 법 알려줄래?,1,,,,
김밥 맛있게 만드는 방법 알고 싶어,1,,,,
김밥 맛있게 싸는 비법 좀 알려주라!,1,,,,
김밥 어떻게 만들면 좋을까?,1,,,,
김치 적 황금 레시피 좀 알려줄래?,1,,,,
김치 찌개 황금 레시피 좀 알려줄래?,1,,,,
김치꽁치조림 맛있게 만드는 법 좀 알려줘.,1,,,,
김치동그랑땡 맛있게 만드는 법 좀 알려줘.,1,,,,
김치두부쌈 황금레시피 공유해줄래?,1,,,,
김치만두 맛있게 만드는 방법 알려줄래?,1,,,,
김치말이국수 어떻게 만들면 좋을까?,1,,,,
김치볶음 맛있게 만드는 법 알려줘,1,,,,
김치볶음밥 맛있게 만드는 법 좀 알려줄래?,1,,,,
김치볶음밥 맛있게 만드는 법 좀 알려줘.,1,,,,
김치볶음밥 어떻게 만들면 좋을까?,1,,,,
김치부침개 황금레시피 좀 알려줘,1,,,,
김치수제비 만드는 방법 좀 가르쳐줄래?,1,,,,
김치쌈밥 황금레시피 공유해줄래?,1,,,,
김치어묵 황금레시피 공유해줄래?,1,,,,
김치적 만드는 방법 좀 가르쳐줄래?,1,,,,
김치전 만드는 법 좀 알려줄 수 있을까?,1,,,,
김치전 맛있게 만드는 법 좀 알려줄래?,1,,,,
김치전 바삭하게 부치는 방법 좀 알려주세요! 눅눅한 게 싫어.,1,,,,
김치전 황금레시피 좀 알려줘,1,,,,
김치주먹밥 만드는 방법 좀 가르쳐줄래?,1,,,,
김치찌개 레시피 부탁드립니다.,1,,,,
김치찌개 레시피 알려줄래요?,1,,,,
김치찌개 레시피 좀 알려주세요,1,,,,
김치찌개 레시피가 필요해요.,1,,,,
김치찌개 만드는 방법 알려주세요.,1,,,,
김치찌개 만드는 법 좀 공유해줘,1,,,,
김치찌개 만드는 법 좀 알려주세요.,1,,,,
김치찌개 만드는 법을 알고 싶어요.,1,,,,
김치찌개 맛있게 끓이는 방법 좀 알려줄 수 있어?,1,,,,
김치찌개 맛있게 만드는 법 좀 알려줄래?,1,,,,
김치찌개 맛있게 만드는 법 좀 알려줘.,1,,,,
김치찌개 어떻게 만들어요?,1,,,,
김치찌개 요리법 좀 알려주시겠어요?,1,,,,
김치찌개 요리법을 알고 싶어요.,1,,,,
김치찌개 요리하는 방법 좀 가르쳐주세요.,1,,,,
김치찌개 황금레시피 좀 알려줘,1,,,,
김치찌개에 대해 어떻게 생각하시나요?,0,,,,
김치찌개에 참치 넣으면 맛있을까? 꿀조합 레시피 좀 알려줘!,1,,,,
김치찜 맛있게 만드는 법 좀 알려줄래?,1,,,,
김치찜 황금레시피 좀 알려줘,1,,,,
김치채소볶음 황금레시피 공유해줄래?,1,,,,
김치채소쌈 황금레시피 공유해줄래?,1,,,,
김치피자 맛있게 만드는 법 좀 알려줘.,1,,,,
까르보나라 스파게티 어떻게 만들어야 해?,1,,,,
까르보나라떡볶이 맛있게 만드는 방법 알려줄래?,1,,,,
까르보나라스파게티 황금레시피 공유해줄래?,1,,,,
깍두기 만드는 법 알려줄래?,1,,,,
깍두기 어떻게 만들면 좋을까?,1,,,,
깍두기 황금레시피 좀 알려줘,1,,,,
깐쇼새우 만드는 법 알려줄래?,1,,,,
깐쇼새우 만드는 법 알려줘,1,,,,
깐풍기 만드는 방법 좀 가르쳐줄래?,1,,,,
깐풍기 만드는 법 좀 알려줘,1,,,,
깐풍기 맛있게 만드는 방법 알려줄 수 있을까?,1,,,,
깐풍기 맛있게 만드는 방법 알려줘,1,,,,
깐풍새우 만드는 방법 좀 가르쳐줄래?,1,,,,
깐풍육 맛있게 만드는 레시피 좀 공유해줄 수 있니?,1,,,,
깻잎 장아찌 만드는 법 좀 가르쳐줘.,1,,,,
깻잎장아찌 맛있게 만드는 법 좀 알려줘.,1,,,,
꼬리 곰탕 맛있게 만드는 법 좀 가르쳐줘.,1,,,,
꼬리곰탕 황금레시피 공유해줄래?,1,,,,
꽁치 간장구이 맛있게 만드는 방법 좀 가르쳐줘.,1,,,,
꽁치 무조림 맛있게 만드는 법 좀 가르쳐줘.,1,,,,
꽁치간장구이 만드는 방법 좀 가르쳐줄래?,1,,,,
꽁치구이 황금레시피 공유해줄래?,1,,,,
꽁치무조림 황금레시피 공유해줄래?,1,,,,
꽃게 찌개 만드는 법 좀 알려줄래?,1,,,,
꽃게찌개 만드는 방법 좀 가르쳐줄래?,1,,,,
꽃게해물탕 황금레시피 공유해줄래?,1,,,,
꽃만두국(완당국) 맛있게 만드는 법 좀 알려줘.,1,,,,
꽃빵 만드는 법 알려줘,1,,,,
꽈배기도넛 만드는 법 알려줘,1,,,,
꽤 큰 일인 거 같아. 구급차도 많이 있고 사람들도 많이 몰려 있어.,0,,,,
꿔바로우 튀김옷 바삭하게 만드는 비법 좀 알려주라.,1,,,,
나 갇히게 된 거 같아. 어떻게 해?,0,,,,
나 갇히게 된 거 같아서 너무 무서워!,0,,,,
나 결국 헤어졌어. 너 몰랐지?,0,,,,
나 결국에 면접에서 또 떨어졌어.,0,,,,
나 결국에 헤어졌어.,0,,,,
나 괜히 매일 우울해.,0,,,,
나 그냥 참고 있어! 다른 층은 눈치 보여서 못 가겠어.,0,,,,
나 기도 많이 해주려고. 좋은 곳 가라고. 나중에 꼭 만날거야.,0,,,,
나 내일 가야되는데 가도 될까?,0,,,,
나 내일 약속 가도 괜찮겠지?,0,,,,
나 내일 약속이 있는데 지금 이 시국에 나가도 될까?,0,,,,
"나 내일 친구랑 약속 있는데 그대로 가도 될까?	",0,,,,
나 너무 답답하다니까?,0,,,,
나 너무 무서워. 혼자 갇힌 것 같아.,0,,,,
나 너무 우울하다.,0,,,,
나 너무 우울해. 코로나 때문에에 다 망했어.,0,,,,
나 너무 자주 싸우게 돼.,0,,,,
나 너무나 우울해.,0,,,,
나 노트북 산 거 왔어. 빨리 뜯어 봐야지!,0,,,,
나 달리기 원래 좋아했던 거 알지? 너무 행복했어.,0,,,,
나 돈이 한 푼도 없어.,0,,,,
나 드디어 공역 프로젝트 끝났다.,0,,,,
나 드디어 그거 프로젝트 끝났어.,0,,,,
나 드디어 오랜 프로젝트가 끝났어!,0,,,,
나 드디어 프로젝트가 마감되었어!,0,,,,
나 룸메랑 또 싸웠어.,0,,,,
나 룸메이트랑 싸웠어.,0,,,,
나 마라톤 가끔 뛰잖아요. 이번에는 대회 진출했어요.,0,,,,
나 만날 때는 항상 한 시간씩 늦어. 그래서 내가 일부러 약속 시간을 바꾸기도 하거든. 일찍 나오게 하려구.,0,,,,
나 말고 사람들이 엄청 많이 갔으니까 아마 알고 계실 거야.,0,,,,
나 망했다. 이제 어떻게 버티냐!,0,,,,
나 면접 또 떨어졌어. 내 마지막 희망이었는데.,0,,,,
나 면접 또 떨어졌어. 어떡해?,0,,,,
나 면접 또 떨어졌어. 올해만 벌써 5번째 면접이야. 너무 힘들어.,0,,,,
나 면접 또 떨어졌어. 우울해.,0,,,,
나 면접에 또 떨어졌어. 너무 속상해.,0,,,,
나 소개팅에서 만난 사이지. 너무 속상하다. 권태기가 왔다니 믿을 수가 없어.,0,,,,
나 아까 강아지 산책시키다가 깜짝 놀랐어.,0,,,,
나 아까 뽀삐랑 산책 중에 진짜 놀란 일 있었어.,0,,,,
나 아까 산책하다 정말 깜짝 놀랄 일이 있었잖아!,0,,,,
나 아까 해피랑 산책하다 정말 깜짝 놀랐어.,0,,,,
나 아직 밖이야. 집에 못 들어가고 그냥 서성이고 있어. 부모님 볼 낯이 없다.,0,,,,
나 애인한테 차였어.,0,,,,
나 약속 있어서 나와 있는데 친구가 안 와!,0,,,,
나 어떡하지? 이번 달 망했어.,0,,,,
나 어떡해? 이번 달 완전히 망한 것 같아!,0,,,,
나 어떻게 살지? 지금 정말 망했어.,0,,,,
나 어제 감기 걸려서 너무 아픈데도 열심히 기획안 써서 갖다 냈는데 상사가 처음부터 다시 해오래. 나는 정말 잘하는게 없나봐.,0,,,,
나 어제 엄청 무서운 일을 겪었어!,0,,,,
나 어제 진짜 죽는 줄 알았어!,0,,,,
나 어제 해피랑 산책하다가 깜짝 놀랬어.,0,,,,
나 어제 헤어졌어.,0,,,,
나 여섯시부터 기다렸어! 얘 연락도 안 받아!,0,,,,
나 영화 너무 좋아하는데 정말 고마워.,0,,,,
나 오늘 이벤트에 당첨되었어.,0,,,,
나 요새 허리가 너무 아파.,0,,,,
나 요즘 룸메랑 너무 싸워.,0,,,,
나 요즘 주식 시작했는데 망했어.,0,,,,
나 요즘 주식을 시작했는데 좋지 않네.,0,,,,
나 요즘 주식하는데 상황이 심각해.,0,,,,
나 요즘 허리가 너무 안 좋아.,0,,,,
나 요즘 허리가 아파와.,0,,,,
나 우리 엘리베이터 안에 갇혔어.,0,,,,
나 우리집에 갇혔어.,0,,,,
나 우울해.,0,,,,
나 음악 안 좋아해. 너나 들어.,0,,,,
나 이번에 마라톤 경기를 했거든. 완주했어.,0,,,,
나 이벤트 당첨됐다? 흐흐.,0,,,,
나 이제 헤어졌어.,0,,,,
나 있잖아. 면접에서 또 떨어졌어.,0,,,,
나 잘 때 비가 엄청 많이 왔어. 그런데 대피 문자를 못 보고 잠만 잔 거야.,0,,,,
